Full Name,First Name,Last Name,2K00,2K01,2K02,2K03,2K04,2K05,2K06,2K07,2K08,2K09,2K10,2K11,2K12,2K13,2K14,2K15,2K16,2K17,2K18,2K19,2K20,2K21,2K22,2K23,2k24,2k25,2k26
Sarunas Marciulionis,Sarunas,Marciulionis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Danilovic,Sasha,Danilovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Kaun,Sasha,Kaun,,,,,,,,,,,,,,,,,69,,,,,,,,,,
Sasha Vezenkov,Sasha,Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,75,,
Sasha Vujacic,Sasha,Vujacic,,,,,,71,66,66,66,73,69,66,,,,,69,69,,,,,,,,,
Satnam Singh,Satnam,Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoot Henderson,Scoot,Henderson,,,,,,,,,,,,,,,,,,,,,,,,,78,78,
Scootie Randall,Scootie,Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scot Pollard,Scot,Pollard,66.00,,,,74,75,77,67,,,,,,,,,,,,,,,,,,,
Scott Bamfort,Scott,Bamfort,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Brooks,Scott,Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Burrell,Scott,Burrell,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Haffner,Scott,Haffner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Haskin,Scott,Haskin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Hastings,Scott,Hastings,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Machado,Scott,Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Meents,Scott,Meents,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Padgett,Scott,Padgett,,65,,,,72,70,,,,,,,,,,,,,,,,,,,,
Scott Skiles,Scott,Skiles,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Suggs,Scott,Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Williams,Scott,Williams,71.00,,74,62,62,,,,,,,,,,,,,,,,,,,,,,
Scott Wood,Scott,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Lewis,Scottie,Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Lindsey,Scottie,Lindsey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen,Scottie,Pippen,94.00,94,82,81,81,,,,,,,,,,,,,,,,,,,,,,
Scottie Wilbekin,Scottie,Wilbekin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotty Hopson,Scotty,Hopson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Armand,Sean,Armand,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Banks,Sean,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Chris Smith,Sean Chris,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Elliott,Sean,Elliott,89.00,83,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Evans,Sean,Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Green,Sean,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Higgins,Sean,Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Kilpatrick,Sean,Kilpatrick,,,,,,,,,,,,,,,,,62,71,74,,,,,,,,
Sean Lampley,Sean,Lampley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Marks,Sean,Marks,,,70,66,,65,65,66,66,,,53,,,,,,,,,,,,,,,
Sean May,Sean,May,,,,,,,74,,72,74,57,,,,,,,,,,,,,,,,
Sean McDermott,Sean,McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Rooks,Sean,Rooks,61.00,67,62,58,,,,,,,,,,,,,,,,,,,,,,,
Sean Singletary,Sean,Singletary,,,,,,,,,,67,,,,,,,,,,,,,,,,,
Sean Williams,Sean,Williams,,,,,,,,,76,77,64,,,,,,,,,,,,,,,,
Sebastian Koch,Sebastian,Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Telfair,Sebastian,Telfair,,,,,,77,78,75,74,75,67,65,63,67,,,,,,,,,,,,,
Sedale Threatt,Sedale,Threatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedric Toney,Sedric,Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedrick Barefield,Sedrick,Barefield,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sekou Doumbouya,Sekou,Doumbouya,,,,,,,,,,,,,,,,,,,,,73,72,71,,,,
Semaj Christon,Semaj,Christon,,,,,,,,,,,,,,,,,,,70,,,,,,,,
Semi Ojeleye,Semi,Ojeleye,,,,,,,,,,,,,,,,,,,,68,73,71,73,,,,
Semih Erden,Semih,Erden,,,,,,,,,,,,,57,,,,,,,,,,,,,,
Serge Zwikker,Serge,Zwikker,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei Bazarevich,Sergei,Bazarevich,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei Karaulov,Sergei,Karaulov,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei Lishouk,Sergei,Lishouk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Karasev,Sergey,Karasev,,,,,,,,,,,,,,,60,66,70,,,,,,,,,,
Sergey Monya,Sergey,Monya,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Llull,Sergio,Llull,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Rodriguez,Sergio,Rodriguez,,,,,,,,,66,72,62,,,,,,,74,,,,,,,,,
Sergiy Gladyr,Sergiy,Gladyr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Lundy,Seth,Lundy,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Shabazz Muhammad,Shabazz,Muhammad,,,,,,,,,,,,,,,65,67,75,73,75,73,,,,,,,
Shabazz Napier,Shabazz,Napier,,,,,,,,,,,,,,,,74,71,70,71,76,75,76,,,,,
Shammond Williams,Shammond,Williams,,75,66,66,,,,,,,,,,,,,,,,,,,,,,,
Shamorie Ponds,Shamorie,Ponds,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Shandon Anderson,Shandon,Anderson,73.00,83,71,,69,70,70,,,,,,,,,,,,,,,,,,,,
Shane Battier,Shane,Battier,,,84,78,75,71,79,77,79,78,72,76,77,75,73,,,,,,,,,,,,
Shane Edwards,Shane,Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Gibson,Shane,Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Heal,Shane,Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Larkin,Shane,Larkin,,,,,,,,,,,,,,,70,72,,,71,,,,,,,,
Shane Southwell,Shane,Southwell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Brown,Shannon,Brown,,,,,,,,73,72,71,67,73,72,77,74,,,,,,,,,,,,
Shannon Scott,Shannon,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Smith,Shannon,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaq Buchanan,Shaq,Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaquille Harrison,Shaquille,Harrison,,,,,,,,,,,,,,,,,,,,69,73,73,70,69,69,,
Shaquille O'Neal,Shaquille,O'Neal,,96,96,98,98,96,96,,87,86,81,77,,,,,,,,,,,,,,,
Shareef Abdur-Rahim,Shareef,Abdur-Rahim,89.00,88,89,88,82,84,78,78,71,,,,,,,,,,,,,,,,,,
Sharife Cooper,Sharife,Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharone Wright,Sharone,Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharrod Ford,Sharrod,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Livingston,Shaun,Livingston,,,,,,75,73,,,,60,60,58,,62,74,73,76,75,75,,,,,,,
Shavlik Randolph,Shavlik,Randolph,,,,,,,70,72,70,,,,,,,64,,,,,,,,,,,
Shawn Bradley,Shawn,Bradley,82.00,71,71,66,69,66,,,,,,,,,,,,,,,,,,,,,
Shawn Dawson,Shawn,Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Jones,Shawn,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Kemp,Shawn,Kemp,89.00,80,80,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Long,Shawn,Long,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,Shawn,Marion,79.00,82,92,90,90,92,91,91,86,87,76,78,78,79,79,77,,,,,,,,,,,
Shawn Redhage,Shawn,Redhage,,,,,,,,,67,60,,,,,,,,,,,,,,,,,
Shawn Respert,Shawn,Respert,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawne Williams,Shawne,Williams,,,,,,,,69,72,72,,,61,59,59,,,,,,,,,,,,
Shawnelle Scott,Shawnelle,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shayne Whittington,Shayne,Whittington,,,,,,,,,,,,,,,,65,67,,,,,,,,,,
Shea Seals,Shea,Seals,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelden Williams,Shelden,Williams,,,,,,,,,71,72,60,60,59,,,,,,,,,,,,,,
Sheldon Mac,Sheldon,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelton Jones,Shelton,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelvin Mack,Shelvin,Mack,,,,,,,,,,,,,,64,65,71,72,74,73,73,,,,,,,
Sherell Ford,Sherell,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherman Douglas,Sherman,Douglas,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherron Collins,Sherron,Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherwood Brown,Sherwood,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizz Alston,Shizz,Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney Green,Sidney,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney Moncrief,Sidney,Moncrief,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidy Cissoko,Sidy,Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,69,70,
Sim Bhullar,Sim,Bhullar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simi Shittu,Simi,Shittu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sindarius Thornwell,Sindarius,Thornwell,,,,,,,,,,,,,,,,,,,68,72,,71,,,,,
Sir'Dominic Pointer,Sir'Dominic,Pointer,,,,,,,,,,,,,,,,,,,,,,69,,,,,
Skal Labissiere,Skal,Labissiere,,,,,,,,,,,,,,,,,,70,76,75,70,74,,,,,
Skylar Mays,Skylar,Mays,,,,,,,,,,,,,,,,,,,,,,68,71,70,70,,
Skyler Flatten,Skyler,Flatten,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slavko Vranes,Slavko,Vranes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepy Floyd,Sleepy,Floyd,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smush Parker,Smush,Parker,,,,,,,69,77,71,,,,,,,,,,,,,,,,,,
Sofoklis Schortsanitis,Sofoklis,Schortsanitis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Alabi,Solomon,Alabi,,,,,,,,,,,,,51,,56,,,,,,,,,,,,
Solomon Hill,Solomon,Hill,,,,,,,,,,,,,,,62,66,75,74,72,73,70,71,70,,,,
Solomon Jones,Solomon,Jones,,,,,,,,,66,66,,53,48,,52,,,,,,,,,,,,
Sonny Weems,Sonny,Weems,,,,,,,,,,69,,60,,,,,70,,,,,,,,,,
Soumaila Samake,Soumaila,Samake,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Claxton,Speedy,Claxton,,73,65,,73,,75,,,,61,,,,,,,,,,,,,,,,
Spencer Hawes,Spencer,Hawes,,,,,,,,,72,74,64,66,59,70,71,76,71,72,,,,,,,,,
Spud Webb,Spud,Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacey Augmon,Stacey,Augmon,64.00,67,72,67,72,70,73,,,,,,,,,,,,,,,,,,,,
Stacey King,Stacey,King,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Kimbrough,Stan,Kimbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Okoye,Stan,Okoye,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislav Medvedenko,Stanislav,Medvedenko,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanko Barac,Stanko,Barac,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Jackson,Stanley,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Roberts,Stanley,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Umude,Stanley,Umude,,,,,,,,,,,,,,,,,,,,,,,,,67,70,
Stanton Kidd,Stanton,Kidd,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Stefan Jankovic,Stefan,Jankovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefano Rusconi,Stefano,Rusconi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefhon Hannah,Stefhon,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephan Hicks,Stephan,Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephane Lasme,Stephane,Lasme,,,,,,,,,67,,,,,,,,,,,,,,,,,,
Stephane Pelle,Stephane,Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephaun Branch,Stephaun,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Graham,Stephen,Graham,,,,,,,,,,72,,,,,,,,,,,,,,,,,
Stephen Holt,Stephen,Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Howard,Stephen,Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,Stephen,Jackson,,,,73,,80,82,,82,83,81,84,83,78,79,,,,,,,,,,,,
Stephen Zimmerman,Stephen,Zimmerman,,,,,,,,,,,,,,,,,,67,67,,,,,,,,
Stephon Marbury,Stephon,Marbury,88.00,88,90,86,89,88,84,84,80,80,,,,,,,,,,,,,,,,,
Steve Alford,Steve,Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Bardo,Steve,Bardo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,Steve,Blake,,,,,66,69,71,,75,76,72,68,64,68,69,71,68,,,,,,,,,,
Steve Colter,Steve,Colter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Francis,Steve,Francis,89.00,92,91,89,89,83,86,82,75,,,,,,,,,,,,,,,,,,
Steve Goodrich,Steve,Goodrich,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Hamer,Steve,Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Henson,Steve,Henson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Kerr,Steve,Kerr,75.00,63,65,65,,,,,,,,,,,,,,,,,,,,,,,
Steve Nash,Steve,Nash,74.00,84,85,84,83,88,93,91,95,94,80,85,84,87,80,76,,,,,,,,,,,
Steve Novak,Steve,Novak,,,,,,,,,,,,,43,53,53,72,66,72,,,,,,,,,
Steve Scheffler,Steve,Scheffler,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Smith,Steve,Smith,82.00,84,83,71,,72,,,,,,,,,,,,,,,,,,,,,
Steven Gray,Steven,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Hill,Steven,Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Hunter,Steven,Hunter,,65,71,60,69,70,70,74,72,72,57,,,,,,,,,,,,,,,,
Steven Pledger,Steven,Pledger,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Smith,Steven,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stojko Vrankovic,Stojko,Vrankovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stromile Swift,Stromile,Swift,72.00,82,76,65,75,72,77,76,76,75,,,,,,,,,,,,,,,,,
Stuart Gray,Stuart,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Yue,Sun,Yue,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundiata Gaines,Sundiata,Gaines,,,,,,,,,,,,64,60,,,,,,,,,,,,,,
Sviatoslav Mykhailiuk,Sviatoslav,Mykhailiuk,,,,,,,,,,,,,,,,,,,,70,70,73,74,,,72,
Szymon Szewczyk,Szymon,Szewczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacko Fall,Tacko,Fall,,,,,,,,,,,,,,,,,,,,,,70,71,,,,
Tadija Dragicevic,Tadija,Dragicevic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taevion Kinsey,Taevion,Kinsey,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Tahj Tate,Tahj,Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahjere McCall,Tahjere,McCall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Webster,Tai,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talib Zanna,Talib,Zanna,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamar Slay,Tamar,Slay,,,,60,,65,,,,,,,,,,,,,,,,,,,,,
Tamir Jackson,Tamir,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Hamilton,Tang,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taren Sullivan,Taren,Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarence Kinsey,Tarence,Kinsey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Black,Tarik,Black,,,,,,,,,,,,,,,,69,69,70,73,,,,,,,,
Tarik Phillip,Tarik,Phillip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tariq Abdul-Wahad,Tariq,Abdul-Wahad,,77,69,60,,,,,,,,,,,,,,,,,,,,,,,
Tariq Owens,Tariq,Owens,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Tate George,Tate,George,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurean Green,Taurean,Green,,,,,,,,,69,,,,,,,,,,,,,,,,,,
Taylor Braun,Taylor,Braun,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Griffin,Taylor,Griffin,,,,,,,,,,,60,,,,,,,,,,,,,,,,
Taylor Hendricks,Taylor,Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,73,76,
Tayshaun Prince,Tayshaun,Prince,,,,66,79,82,83,83,82,82,77,76,77,75,74,75,73,,,,,,,,,,
Tellis Frank,Tellis,Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terence Morris,Terence,Morris,,,66,62,,,69,,,,,,,,,,,,,,,,,,,,
Terran Petteway,Terran,Petteway,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,Terrance,Ferguson,,,,,,,,,,,,,,,,,,,71,69,71,71,,,,,
Terrance Roberson,Terrance,Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrel Harris,Terrel,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Brandon,Terrell,Brandon,82.00,86,84,79,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jennings,Terrence,Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jones,Terrence,Jones,,,,,,,,,,,,,,59,59,77,75,74,,74,,,,,,,
Terrence Rencher,Terrence,Rencher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Shannon Jr.,Terrence,Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Terrence Williams,Terrence,Williams,,,,,,,,,,,71,76,72,76,,,,,,,,,,,,,
Terrico White,Terrico,White,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Catledge,Terry,Catledge,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Cummings,Terry,Cummings,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Davis,Terry,Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Dehere,Terry,Dehere,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Harris,Terry,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Henderson,Terry,Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Larrier,Terry,Larrier,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Mills,Terry,Mills,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Porter,Terry,Porter,84.00,70,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Teagle,Terry,Teagle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,Thabo,Sefolosha,,,,,,,,74,72,73,64,66,68,69,69,74,74,75,75,76,,72,,,,,
Tharon Mayes,Tharon,Mayes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Ratliff,Theo,Ratliff,79.00,84,79,78,78,80,,72,,,59,60,,,,,,,,,,,,,,,
Theron Smith,Theron,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Abercrombie,Thomas,Abercrombie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Gardner,Thomas,Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Hamilton,Thomas,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Robinson,Thomas,Robinson,,,,,,,,,,,,,,75,75,75,73,,,,,,,,,,
Thomas Walkup,Thomas,Walkup,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Welsh,Thomas,Welsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thon Maker,Thon,Maker,,,,,,,,,,,,,,,,,,71,75,72,72,73,,,,,
Thurl Bailey,Thurl,Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Splitter,Tiago,Splitter,,,,,,,,,,,,64,62,65,69,77,76,75,,,,,,,,,
Tibor Pleiss,Tibor,Pleiss,,,,,,,,,,,,,,,,,69,,,,,,,,,,
Tidjan Keita,Tidjan,Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tidjane Salaun,Tidjane,Salaun,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Tierre Brown,Tierre,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Abromaitis,Tim,Abromaitis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Breaux,Tim,Breaux,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,Tim,Duncan,96.00,95,95,96,99,99,99,98,98,97,88,90,84,87,87,90,87,,,,,,,,,,
Tim Frazier,Tim,Frazier,,,,,,,,,,,,,,,,69,69,70,73,72,72,72,,,,,
Tim Hardaway,Tim,Hardaway,75.00,86,71,,,,,,,,,,,,,,,,,,,,,,,,
Tim James,Tim,James,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Kempton,Tim,Kempton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Legler,Tim,Legler,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim McCormick,Tim,McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Ohlbrecht,Tim,Ohlbrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Perry,Tim,Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Pickett,Tim,Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Quarterman,Tim,Quarterman,,,,,,,,,,,,,,,,,,,67,,,,,,,,
Tim Thomas,Tim,Thomas,78.00,78,80,80,77,79,,77,77,77,60,,,,,,,,,,,,,,,,
Tim Young,Tim,Young,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Timofey Mozgov,Timofey,Mozgov,,,,,,,,,,,,,57,62,63,74,77,75,74,74,,,,,,,
Timothe Luwawu,Timothe,Luwawu,,,,,,,,,,,,,,,,,,69,72,70,,74,,,,,
Tito Horford,Tito,Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tito Maddox,Tito,Maddox,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiwian Kendley,Tiwian,Kendley,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Bray,TJ,Bray,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Ford,TJ,Ford,,,,,,79,81,83,84,80,74,72,69,,,,,,,,,,,,,,
TJ Leaf,TJ,Leaf,,,,,,,,,,,,,,,,,,,,72,74,71,,,,,
TJ Williams,TJ,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toby Bailey,Toby,Bailey,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tod Murphy,Tod,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Day,Todd,Day,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Fuller,Todd,Fuller,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Lichti,Todd,Lichti,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Lindeman,Todd,Lindeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd MacCulloch,Todd,MacCulloch,72.00,77,75,72,,,,,,,,,,,,,,,,,,,,,,,
Todd Mundt,Todd,Mundt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Withers,Todd,Withers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Chambers,Tom,Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Copa,Tom,Copa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Garrick,Tom,Garrick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Gugliotta,Tom,Gugliotta,89.00,,74,68,68,65,,,,,,,,,,,,,,,,,,,,,
Tom Hammonds,Tom,Hammonds,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Hovasse,Tom,Hovasse,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Tolbert,Tom,Tolbert,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Satoransky,Tomas,Satoransky,,,,,,,,,,,,,,,,,,72,70,76,75,76,75,,,,
Tomislav Zubcic,Tomislav,Zubcic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Kuhse,Tommy,Kuhse,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Smith,Tommy,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toney Douglas,Toney,Douglas,,,,,,,,,,,65,70,69,72,73,,,,,,,,,,,,
Toni Kukoc,Toni,Kukoc,84.00,84,85,76,78,72,72,,,,,,,,,,,,,,,,,,,,
Tony Allen,Tony,Allen,,,,,,70,75,72,76,74,66,66,68,74,75,78,78,78,78,,,,,,,,
Tony Battie,Tony,Battie,,74,76,,62,71,71,,69,66,,57,47,,,,,,,,,,,,,,
Tony Bennett,Tony,Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Bobbitt,Tony,Bobbitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brown,Tony,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Campbell,Tony,Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Carr,Tony,Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Delk,Tony,Delk,,74,73,62,70,72,,,,,,,,,,,,,,,,,,,,,
Tony Dumas,Tony,Dumas,,,,,,,,,,,,,,,,,,,,,,,,,,,
